"main_category","currency","goal","pledged",,,
"Music","USD","25000","2381",,,
"Music","USD","3000","130",,,
"Music","USD","1100","25",,,
"Theater","USD","10000","701",,,
"Technology","USD","25000","43",,,
"Film & Video","USD","1000","1435",,,
"Fashion","USD","300","0",,,
"Fashion","USD","950","200",,,
"Games","USD","45000","890",,,
"Food","USD","175000","335",,,
"Comics","USD","4500","5410",,,
"Publishing","USD","500","76",,,
"Film & Video","USD","25000","235",,,
"Music","USD","25000","25391.26",,,
"Music","USD","500","0",,,
"Music","USD","8000","8361",,,
"Film & Video","USD","100000","0",,,
"Food","USD","2000","0",,,
"Games","USD","2400","1225",,,
"Film & Video","USD","20000","21965.41",,,
"Film & Video","USD","8500","275",,,
"Design","USD","50000","3459",,,
"Design","USD","50000","399911",,,
"Design","USD","10000","305",,,
"Design","USD","30000","226",,,
"Technology","USD","4700","0",,,
"Games","USD","10000","10872.79",,,
"Dance","USD","25000","352",,,
"Food","USD","18000","5",,,
"Film & Video","USD","20000","20491.01",,,
"Film & Video","USD","27000","27846",,,
"Film & Video","USD","10000","0",,,
"Film & Video","USD","850","52",,,
"Fashion","USD","3000","0",,,
"Publishing","USD","1500","10",,,
"Film & Video","USD","2000","2000",,,
"Art","USD","5000","0",,,
"Music","USD","5000","20",,,
"Design","USD","1000","61",,,
"Publishing","USD","3000","3105",,,
"Film & Video","USD","2700","2",,,
"Music","USD","700","787",,,
"Publishing","USD","7000","432",,,
"Design","USD","10000","8268",,,
"Fashion","USD","2000","2030.4",,,
"Art","USD","2700","151",,,
"Photography","USD","1550","1591",,,
"Music","USD","500","797",,,
"Music","USD","10000","25",,,
"Design","USD","999","16067.69",,,
"Publishing","USD","12000","51",,,
"Photography","USD","6500","6911",,,
"Publishing","USD","5000","691",,,
"Technology","USD","2500","929.66",,,
"Food","USD","50000","25",,,
"Music","USD","25000","0",,,
"Film & Video","USD","67000","1381",,,
"Publishing","USD","5000","296",,,
"Design","USD","7500","8576",,,
"Film & Video","USD","8000","587",,,
"Film & Video","USD","3500","3500.99",,,
"Music","USD","2600","4368.33",,,
"Music","USD","6000","6912",,,
"Music","USD","500","125",,,
"Art","USD","1500","0",,,
"Comics","USD","6000","1257",,,
"Film & Video","USD","1500","1525",,,
"Technology","USD","5000","100",,,
"Film & Video","USD","4500","4631",,,
"Film & Video","USD","7100","830",,,
"Food","USD","3855","1185",,,
"Technology","USD","20000","1439",,,
"Food","USD","200","0",,,
"Music","USD","30000","372",,,
"Film & Video","USD","1900","1903",,,
"Food","USD","8500","2281",,,
"Publishing","USD","6000","0",,,
"Technology","USD","200","50",,,
"Art","USD","5000","5052",,,
"Music","USD","8500","11315.66",,,
"Film & Video","USD","7000","7749",,,
"Art","USD","2500","1035",,,
"Music","USD","1500","1525.34",,,
"Publishing","USD","5000","0",,,
"Music","USD","15000","40",,,
"Art","USD","9847","12527",,,
"Film & Video","USD","10000","10056",,,
"Games","USD","2500","2578",,,
"Music","USD","1000","3264",,,
"Music","USD","800","153",,,
"Film & Video","USD","10000","900",,,
"Publishing","USD","12000","15",,,
"Games","USD","1000","1313",,,
"Photography","USD","3000","3075",,,
"Film & Video","USD","20000","600",,,
"Art","USD","1200","1451",,,
"Film & Video","USD","68000","0",,,
"Design","USD","20000","560785.5",,,
"Music","USD","40000","0",,,
"Film & Video","USD","5400","5662",,,
"Music","USD","4500","0",,,
"Film & Video","USD","7500","19631.22",,,
"Film & Video","USD","4000","4100",,,
"Comics","USD","7000","75",,,
"Food","USD","1100","2",,,
"Music","USD","2500","2835",,,
"Publishing","USD","5000","56",,,
"Theater","USD","3500","200",,,
"Food","USD","17500","20987",,,
"Comics","USD","3000","3095",,,
"Film & Video","USD","10000","10001",,,
"Film & Video","USD","300","635",,,
"Games","USD","1000","10249",,,
"Design","USD","1000","43",,,
"Music","USD","2000","1431",,,
"Crafts","USD","22000","3",,,
"Design","USD","15000","905",,,
"Photography","USD","2700","524",,,
"Food","USD","1500","70",,,
"Food","USD","2500","2910",,,
"Art","USD","7500","352",,,
"Comics","USD","40000","2",,,
"Games","USD","550000","10002",,,
"Music","USD","5900","1415",,,
"Publishing","USD","1500","2696",,,
"Film & Video","USD","88888","2902",,,
"Theater","USD","10000","250",,,
"Technology","USD","1800","11",,,
"Publishing","USD","7500","1055.11",,,
"Music","USD","3000","5113",,,
"Music","USD","2500","380",,,
"Games","USD","14650","867",,,
"Games","USD","2000","162",,,
"Publishing","USD","3500","3640",,,
"Film & Video","USD","5000","0",,,
"Design","USD","10000","26349",,,
"Film & Video","USD","4000","4250",,,
"Film & Video","USD","1000","80",,,
"Art","USD","5000","1",,,
"Music","USD","7666","1910.66",,,
"Film & Video","USD","10960","12103.07",,,
"Dance","USD","5000","1045",,,
"Art","USD","23436","0",,,
"Photography","USD","600","125",,,
"Music","USD","3000","0",,,
"Games","USD","1000","100",,,
"Design","USD","50000","7003",,,
"Film & Video","USD","1750","490",,,
"Music","USD","10000","835",,,
"Dance","USD","9000","9089.58",,,
"Crafts","USD","1500","124",,,
"Comics","USD","12000","257",,,
"Publishing","USD","11000","12023",,,
"Music","USD","20000","2816",,,
"Art","USD","1500","1500",,,
"Art","USD","1000","1130",,,
"Publishing","USD","46000","31920",,,
"Design","USD","54000","55867",,,
"Technology","USD","10000","2276",,,
"Technology","USD","55000","150",,,
"Film & Video","USD","20000","20639",,,
"Film & Video","USD","500","20",,,
"Food","USD","30000","30",,,
"Games","USD","15000","22151.66",,,
"Design","USD","20000","249849.42",,,
"Music","USD","500","1",,,
"Publishing","USD","1500","687",,,
"Games","USD","2500","2935",,,
"Publishing","USD","777","0",,,
"Technology","USD","20000","95399",,,
"Film & Video","USD","350","50",,,
"Design","USD","2500","40",,,
"Music","USD","3000","4065.69",,,
"Fashion","USD","5000","110",,,
"Film & Video","USD","28000","3805",,,
"Games","USD","18000","19801.5",,,
"Fashion","USD","1000","6555",,,
"Film & Video","USD","7500","9329",,,
"Comics","USD","5000","9846",,,
"Publishing","USD","200","200",,,
"Publishing","USD","275000","0",,,
"Crafts","USD","2500","0",,,
"Music","USD","5000","5170",,,
"Film & Video","USD","5000","5070",,,
"Games","USD","3500","7102.5",,,
"Film & Video","USD","2500","0",,,
"Music","USD","4000","4154.8",,,
"Photography","USD","1200","545",,,
"Theater","USD","6000","6990",,,
"Photography","USD","1500","0",,,
"Technology","USD","50000","10",,,
"Art","USD","2400","2431",,,
"Technology","USD","20000","0",,,
"Design","USD","3800","150",,,
"Comics","USD","6000","345",,,
"Design","USD","12000","20604.02",,,
"Music","USD","1100","1140",,,
"Publishing","USD","3000","0",,,
"Film & Video","USD","10000","110",,,
"Music","USD","4000","4617",,,
"Photography","USD","9000","1012",,,
"Publishing","USD","10000","0",,,
"Technology","USD","250000","11818",,,
"Food","USD","145000","295",,,
"Publishing","USD","10000","70",,,
"Publishing","USD","6200","601",,,
"Technology","USD","8000","705",,,
"Publishing","USD","6000","155",,,
"Publishing","USD","12000","535",,,
"Film & Video","USD","7250","0",,,
"Theater","USD","3000","2115",,,
"Music","USD","4000","4414",,,
"Music","USD","1000","1100",,,
"Film & Video","USD","5000","25",,,
"Music","USD","400000","10",,,
"Music","USD","1500","45",,,
"Publishing","USD","400","10",,,
"Dance","USD","6000","6591",,,
"Food","USD","200","0",,,
"Fashion","USD","5000","0",,,
"Film & Video","USD","3000","450",,,
"Music","USD","2000","0",,,
"Music","USD","8000","8195",,,
"Food","USD","1000","0",,,
"Music","USD","200","0",,,
"Technology","USD","70000","744",,,
"Music","USD","1200","1275",,,
"Film & Video","USD","30000","4441",,,
"Music","USD","6000","14804.71",,,
"Technology","USD","18000","10",,,
"Film & Video","USD","5000","3",,,
"Film & Video","USD","10000","0",,,
"Design","USD","10000","22167",,,
"Games","USD","1475","16423",,,
"Journalism","USD","1000","1125",,,
"Fashion","USD","15000","0",,,
"Music","USD","600","679",,,
"Music","USD","4000","5088",,,
"Film & Video","USD","10000","50",,,
"Comics","USD","1500","1755",,,
"Games","USD","8000","0",,,
"Music","USD","10900","15125",,,
"Journalism","USD","1000","21",,,
"Games","USD","5000","885",,,
"Publishing","USD","11","0",,,
"Crafts","USD","200","25",,,
"Design","USD","75000","9051",,,
"Games","USD","28500","29730",,,
"Fashion","USD","1000","1225",,,
"Food","USD","15000","10",,,
"Technology","USD","135000","52",,,
"Music","USD","3300","920",,,
"Design","USD","100000","26271",,,
"Publishing","USD","3000","3106",,,
"Film & Video","USD","50000","51237.19",,,
"Film & Video","USD","25000","27149",,,
"Fashion","USD","10000","0",,,
"Technology","USD","7000","373",,,
"Music","USD","5000","525",,,
"Music","USD","4500","490",,,
"Music","USD","2500","525",,,
"Publishing","USD","550","10",,,
"Comics","USD","2300","2774",,,
"Technology","USD","20000","73",,,
"Film & Video","USD","3500","3810",,,
"Film & Video","USD","2000","0",,,
"Art","USD","25000","3798",,,
"Technology","USD","10000","0",,,
"Art","USD","10000","3135",,,
"Art","USD","4000","5192.13",,,
"Music","USD","450","455",,,
"Film & Video","USD","10000","10050",,,
"Music","USD","3500","4408",,,
"Music","USD","2000","2175",,,
"Comics","USD","1200","2075",,,
"Art","USD","3000","3235.67",,,
"Film & Video","USD","88000","104701.12",,,
"Film & Video","USD","3500","155",,,
"Photography","USD","7500","0",,,
"Dance","USD","1700","2191",,,
"Film & Video","USD","15000","0",,,
"Music","USD","16000","4769.54",,,
"Music","USD","3000","25",,,
"Music","USD","23000","1226.33",,,
"Technology","USD","210000","46",,,
"Theater","USD","1500","1787",,,
"Food","USD","1000","1085",,,
"Publishing","USD","35000","38890.36",,,
"Art","USD","2000","2225",,,
"Publishing","USD","250","1",,,
"Crafts","USD","2900","2992",,,
"Fashion","USD","150","41",,,
"Technology","USD","100000","120249",,,
"Art","USD","2500","62",,,
"Publishing","USD","18000","0",,,
"Technology","USD","25000","216",,,
"Film & Video","USD","750","5",,,
"Photography","USD","200","292",,,
"Publishing","USD","1500","0",,,
"Crafts","USD","1000","50",,,
"Publishing","USD","550","560",,,
"Music","USD","3700","3",,,
"Publishing","USD","4000","0",,,
"Technology","USD","47000","0",,,
"Publishing","USD","100000","0",,,
"Comics","USD","10000","945",,,
"Film & Video","USD","700","0",,,
"Publishing","USD","9600","355",,,
"Publishing","USD","15000","2287",,,
"Fashion","USD","6500","70",,,
"Music","USD","3000","4921",,,
"Design","USD","10000","737",,,
"Games","USD","6000","55",,,
"Music","USD","1000","1273",,,
"Film & Video","USD","38500","2028",,,
"Dance","USD","1000","220",,,
"Food","USD","5500","367",,,
"Publishing","USD","1200","5",,,
"Film & Video","USD","8000","5699.21",,,
"Photography","USD","18325","3143",,,
"Publishing","USD","2000","2170",,,
"Games","USD","1000","1585",,,
"Fashion","USD","15000","1229",,,
"Fashion","USD","20000","385",,,
"Art","USD","10000","11513",,,
"Film & Video","USD","10000","15095",,,
"Food","USD","4500","290",,,
"Technology","USD","115000","128181.89",,,
"Games","USD","4750","5066.72",,,
"Games","USD","9000","9148",,,
"Food","USD","100","0",,,
"Music","USD","2000","44",,,
"Music","USD","2000","170",,,
"Music","USD","2000","744",,,
"Comics","USD","999","26759",,,
"Publishing","USD","1500","1540",,,
"Music","USD","15000","1935",,,
"Art","USD","6000","225",,,
"Photography","USD","20000","0",,,
"Film & Video","USD","5000","5171",,,
"Film & Video","USD","14000","6630",,,
"Music","USD","8000","11386",,,
"Comics","USD","12000","0",,,
"Dance","USD","1000","1297",,,
"Publishing","USD","7000","1",,,
"Film & Video","USD","14800","15270.11",,,
"Art","USD","7000","22",,,
"Comics","USD","3000","3077",,,
"Food","USD","25000","3865",,,
"Art","USD","4000","0",,,
"Comics","USD","3600","759",,,
"Publishing","USD","1000","285",,,
"Food","USD","55000","0",,,
"Design","USD","30000","14274",,,
"Publishing","USD","75400","0",,,
"Music","USD","1000","218",,,
"Games","USD","5000","11",,,
"Food","USD","5000","1490",,,
"Art","USD","6500","6687",,,
"Film & Video","USD","20000","201",,,
"Food","USD","937","210",,,
"Food","USD","100000","0",,,
"Art","USD","300","300",,,
"Design","USD","400","0",,,
"Publishing","USD","800","25",,,
"Technology","USD","300","162",,,
"Art","USD","5000","6815",,,
"Music","USD","7500","7705",,,
"Food","USD","30000","21135",,,
"Technology","USD","100000","5066",,,
"Publishing","USD","5000","10",,,
"Film & Video","USD","25000","7040",,,
"Theater","USD","1000","1023",,,
"Games","USD","2000","136",,,
"Technology","USD","800","0",,,
"Technology","USD","12500","0",,,
"Technology","USD","50000","22064",,,
"Design","USD","3000","791",,,
"Design","USD","1500","2058",,,
"Comics","USD","3500","3870",,,
"Art","USD","3500","3592",,,
"Journalism","USD","8000","1305",,,
"Publishing","USD","20000","50",,,
"Art","USD","1600","20",,,
"Games","USD","25000","76",,,
"Music","USD","20000","0",,,
"Art","USD","100","10",,,
"Music","USD","5000","5364",,,
"Art","USD","2600","2970",,,
"Publishing","USD","1135","1495",,,
"Film & Video","USD","350","555",,,
"Art","USD","100","445",,,
"Publishing","USD","26000","1080",,,
"Film & Video","USD","6000","861",,,
"Film & Video","USD","16000","16001",,,
"Design","USD","100000","17982",,,
"Music","USD","12000","0",,,
"Food","USD","25000","13412",,,
"Games","USD","491","0",,,
"Theater","USD","100000","26",,,
"Film & Video","USD","50000","11191",,,
"Film & Video","USD","11000","13330",,,
"Film & Video","USD","75000","58",,,
"Food","USD","50000","328",,,
"Publishing","USD","20000","40",,,
"Music","USD","2500","2514.83",,,
"Music","USD","6500","2139",,,
"Film & Video","USD","50000","5558",,,
"Publishing","USD","10000","10311",,,
"Art","USD","5000","330",,,
"Comics","USD","10000","11355.01",,,
"Film & Video","USD","7200","10791.38",,,
"Technology","USD","75000","180",,,
"Music","USD","10000","7381",,,
"Film & Video","USD","1000","0",,,
"Music","USD","450","0",,,
"Design","USD","30000","4912",,,
"Technology","USD","190000","0",,,
"Music","USD","4000","4390.21",,,
"Publishing","USD","5000","5686",,,
"Photography","USD","200","86",,,
"Film & Video","USD","6000","125",,,
"Publishing","USD","700","1027",,,
"Film & Video","USD","150000","28066.51",,,
"Art","USD","14770","6",,,
"Film & Video","USD","39000","28026",,,
"Music","USD","20000","0",,,
"Art","USD","50000","5391",,,
"Photography","USD","300","125",,,
"Film & Video","USD","25000","25",,,
"Publishing","USD","20000","25855",,,
"Art","USD","5000","0",,,
"Journalism","USD","3000","86",,,
"Comics","USD","3500","3584",,,
"Games","USD","35000","43155.01",,,
"Photography","USD","6800","6856",,,
"Art","USD","3000","3801",,,
"Photography","USD","5400","394",,,
"Publishing","USD","5000","5294",,,
"Journalism","USD","50000","10",,,
"Film & Video","USD","18000","1820.5",,,
"Food","USD","5000","5209",,,
"Film & Video","USD","250000","0",,,
"Art","USD","800","0",,,
"Art","USD","4000","0",,,
"Film & Video","USD","600","629",,,
"Film & Video","USD","5000","0",,,
"Publishing","USD","3000","900",,,
"Film & Video","USD","6500","635",,,
"Food","USD","85000","89300.22",,,
"Art","USD","2000","2075",,,
"Music","USD","13000","13065.66",,,
"Film & Video","USD","200000","150",,,
"Film & Video","USD","30000","30123",,,
"Music","USD","5000","437",,,
"Technology","USD","200000","55165",,,
"Publishing","USD","25000","270",,,
"Film & Video","USD","250","0",,,
"Theater","USD","2000","0",,,
"Theater","USD","300","660",,,
"Technology","USD","100000","0",,,
"Art","USD","10000","10601",,,
"Theater","USD","2000","4135",,,
"Music","USD","17000","3926",,,
"Music","USD","15000","16231.22",,,
"Art","USD","6000","1487",,,
"Publishing","USD","5000","10",,,
"Theater","USD","800","875",,,
"Games","USD","10000","0",,,
"Art","USD","500","773",,,
"Film & Video","USD","2000","426",,,
"Games","USD","1000","209",,,
"Film & Video","USD","4500","4575.02",,,
"Theater","USD","5000","5177",,,
"Photography","USD","200","201",,,
"Film & Video","USD","13000","2270",,,
"Film & Video","USD","100000","64",,,
"Film & Video","USD","20000","0",,,
"Photography","USD","15000","1",,,
"Art","USD","1000","1113",,,
"Comics","USD","3000","3200",,,
"Technology","USD","25000","0",,,
"Music","USD","1000","350",,,
"Music","USD","1500","60",,,
"Film & Video","USD","20000","0",,,
"Games","USD","75000","76525.55",,,
"Film & Video","USD","1550","1600",,,
"Crafts","USD","260","375",,,
"Art","USD","10000","13",,,
"Comics","USD","30000","25",,,
"Art","USD","2000","0",,,
"Publishing","USD","8500","20",,,
"Music","USD","250","400",,,
"Art","USD","30000","7332",,,
"Music","USD","11000","11415.44",,,
"Design","USD","99000","38129",,,
"Food","USD","5000","760",,,
"Design","USD","100000","31",,,
"Publishing","USD","5000","7775",,,
"Music","USD","4500","6331",,,
"Art","USD","10362","10848.66",,,
"Music","USD","2100","2101",,,
"Music","USD","30000","30828",,,
"Film & Video","USD","15000","250",,,
"Design","USD","2000000","665",,,
"Film & Video","USD","4250","4367",,,
"Film & Video","USD","20000","43",,,
"Publishing","USD","26000","4111",,,
"Publishing","USD","1500","40",,,
"Film & Video","USD","6000","7122",,,
"Music","USD","5000","75",,,
"Design","USD","150000","187849",,,
"Art","USD","40000","391",,,
"Fashion","USD","2000","0",,,
"Fashion","USD","10000","2312.5",,,
"Fashion","USD","50000","0",,,
"Photography","USD","6000","25",,,
"Dance","USD","1500","2287",,,
"Theater","USD","500","794.58",,,
"Music","USD","3500","4320",,,
"Crafts","USD","3000","467",,,
"Food","USD","5000","501",,,
"Film & Video","USD","15000","0",,,
"Music","USD","8500","1730",,,
"Food","USD","9","0",,,
"Fashion","USD","42600","1370",,,
"Film & Video","USD","2500","2945",,,
"Food","USD","30000","1",,,
"Music","USD","2000","3224",,,
"Design","USD","18223","29041",,,
"Fashion","USD","2000","5",,,
"Music","USD","5000","1",,,
"Comics","USD","15000","4283",,,
"Music","USD","2800","50",,,
"Comics","USD","4000","5566.23",,,
"Publishing","USD","6000","250",,,
"Photography","USD","1400","150",,,
"Technology","USD","50000","806",,,
"Film & Video","USD","15000","16276",,,
"Comics","USD","1000","136",,,
"Film & Video","USD","18000","255.5",,,
"Film & Video","USD","2500","75",,,
"Design","USD","6000","2449",,,
"Film & Video","USD","50000","55223",,,
"Technology","USD","1200","0",,,
"Film & Video","USD","50000","1",,,
"Film & Video","USD","6500","6510",,,
"Art","USD","3900","4570.06",,,
"Fashion","USD","5000","90",,,
"Film & Video","USD","40000","0",,,
"Technology","USD","75000","2",,,
"Publishing","USD","5000","0",,,
"Music","USD","10000","10412",,,
"Theater","USD","2500","610",,,
"Publishing","USD","1500","200",,,
"Film & Video","USD","2200","230",,,
"Music","USD","8000","8792",,,
"Publishing","USD","5000","150",,,
"Film & Video","USD","6000","105",,,
"Food","USD","3000","3408.5",,,
"Film & Video","USD","863","15",,,
"Film & Video","USD","16000","2311",,,
"Music","USD","15000","330",,,
"Food","USD","5000","568",,,
"Publishing","USD","3000","0",,,
"Photography","USD","5600","104.5",,,
"Art","USD","5000","5146",,,
"Theater","USD","5000","7575",,,
"Music","USD","3000","3805",,,
"Music","USD","1600","2313",,,
"Publishing","USD","1500","22706",,,
"Film & Video","USD","20000","760",,,
"Food","USD","20000","10",,,
"Music","USD","5000","2778",,,
"Film & Video","USD","3000","3035",,,
"Games","USD","12500","6239",,,
"Publishing","USD","5000","0",,,
"Film & Video","USD","18000","750",,,
"Design","USD","30000","284",,,
"Games","USD","7500","535",,,
"Fashion","USD","25000","105270",,,
"Music","USD","250","0",,,
"Technology","USD","4000","1",,,
"Food","USD","4500","105",,,
"Art","USD","250","5",,,
"Film & Video","USD","600","30",,,
"Food","USD","60000","60",,,
"Music","USD","1000","1810",,,
"Design","USD","10000","83",,,
"Publishing","USD","7500","8251",,,
"Games","USD","10000","212",,,
"Music","USD","3500","926",,,
"Music","USD","1500","1590",,,
"Technology","USD","250000","0",,,
"Music","USD","3000","1",,,
"Technology","USD","6000","550",,,
"Fashion","USD","75000","0",,,
"Technology","USD","2000","3414",,,
"Film & Video","USD","4000","4592",,,
"Music","USD","100","100",,,
"Games","USD","10000","490",,,
"Photography","USD","10000","13037.73",,,
"Film & Video","USD","15000","18061",,,
"Crafts","USD","20000","1",,,
"Music","USD","6500","6950",,,
"Games","USD","25000","1092",,,
"Food","USD","60","215",,,
"Food","USD","25000","100",,,
"Art","USD","3000","3225",,,
"Film & Video","USD","35000","50",,,
"Journalism","USD","1700","87",,,
"Music","USD","3000","1",,,
"Music","USD","10000","775.25",,,
"Film & Video","USD","22000","157",,,
"Design","USD","8000","9126.88",,,
"Music","USD","2000","5",,,
"Art","USD","4000","4696",,,
"Art","USD","2500","200",,,
"Journalism","USD","7000","1080",,,
"Publishing","USD","15000","15529",,,
"Publishing","USD","6999","390",,,
"Technology","USD","13500","0",,,
"Music","USD","20000","31142.69",,,
"Fashion","USD","5000","10",,,
"Film & Video","USD","60000","28118",,,
"Music","USD","3800","3801",,,
"Design","USD","50000","168020.03",,,
"Publishing","USD","7000","7437.5",,,
"Comics","USD","12000","22791",,,
"Food","USD","30000","1230",,,
"Art","USD","1500","1560",,,
"Games","USD","38500","42292",,,
"Film & Video","USD","13000","13025",,,
"Music","USD","40000","120",,,
"Music","USD","10000","53",,,
"Publishing","USD","15000","3",,,
"Music","USD","3000","3235",,,
"Music","USD","4250","4440",,,
"Food","USD","22000","875",,,
"Design","USD","8000","1",,,
"Music","USD","3000","3090",,,
"Games","USD","750000","35045",,,
"Film & Video","USD","10000","200",,,
"Fashion","USD","25000","50",,,
"Publishing","USD","3500","0",,,
"Technology","USD","20000","21212",,,
"Design","USD","60000","29",,,
"Food","USD","750","1000",,,
"Art","USD","777","42",,,
"Food","USD","3500","615",,,
"Art","USD","5000","5095",,,
"Crafts","USD","1000","0",,,
"Design","USD","8000","28168",,,
"Publishing","USD","3000","0",,,
"Design","USD","50000","7792",,,
"Music","USD","8500","85",,,
"Film & Video","USD","3000","3010",,,
"Technology","USD","25000","77474.74",,,
"Technology","USD","10000","1",,,
"Film & Video","USD","8500","9087",,,
"Music","USD","2000","2766",,,
"Music","USD","1000","10",,,
"Art","USD","3500","3787",,,
"Crafts","USD","9500","19025.23",,,
"Music","USD","3500","998",,,
"Film & Video","USD","4000","4623.19",,,
"Publishing","USD","9000","3880",,,
"Film & Video","USD","3500","4244",,,
"Dance","USD","5000","5816",,,
"Film & Video","USD","7500","7651",,,
"Music","USD","2000","2157",,,
"Publishing","USD","12500","0",,,
"Film & Video","USD","2000","1201",,,
"Music","USD","30000","30395.01",,,
"Publishing","USD","15000","760",,,
"Design","USD","20000","345",,,
"Games","USD","30000","4412",,,
"Technology","USD","45000","205121.59",,,
"Comics","USD","3000","170",,,
"Publishing","USD","150000","305",,,
"Fashion","USD","1500","2350",,,
"Games","USD","5000","37",,,
"Film & Video","USD","27500","29594",,,
"Comics","USD","4000","1192",,,
"Games","USD","25000","97197.11",,,
"Publishing","USD","4000","46",,,
"Music","USD","600","680",,,
"Photography","USD","525","650",,,
"Games","USD","150000","185322.67",,,
"Music","USD","7727","670",,,
"Games","USD","15000","15060",,,
"Art","USD","10000","10892",,,
"Games","USD","15000","16057",,,
"Film & Video","USD","57000","19926",,,
"Publishing","USD","4000","0",,,
"Fashion","USD","5000","0",,,
"Technology","USD","12500","69404.13",,,
"Film & Video","USD","1000","0",,,
"Music","USD","3800","600",,,
"Film & Video","USD","6500","2",,,
"Technology","USD","4000","65",,,
"Design","USD","35000","38668",,,
"Fashion","USD","10000","0",,,
"Photography","USD","2500","85",,,
"Film & Video","USD","10000","0",,,
"Crafts","USD","300","40",,,
"Games","USD","45000","0",,,
"Technology","USD","100000","31",,,
"Music","USD","10000","0",,,
"Fashion","USD","5000","5743.51",,,
"Film & Video","USD","41500","2435",,,
"Design","USD","3500","24836.9",,,
"Film & Video","USD","500","1270",,,
"Art","USD","850","875",,,
"Music","USD","3600","3706",,,
"Theater","USD","4000","4025",,,
"Design","USD","8000","0",,,
"Music","USD","4500","4634",,,
"Film & Video","USD","15000","18503",,,
"Photography","USD","800","866",,,
"Film & Video","USD","6500","336",,,
"Theater","USD","2000","2225",,,
"Design","USD","56000","35668",,,
"Games","USD","2500","2585",,,
"Comics","USD","10000","325",,,
"Music","USD","500","220",,,
"Music","USD","5000","5473",,,
"Crafts","USD","1000","0",,,
"Music","USD","1500","1590",,,
"Film & Video","USD","45000","0",,,
"Publishing","USD","1450","0",,,
"Film & Video","USD","3000","3034.74",,,
"Technology","USD","10000","70",,,
"Film & Video","USD","20000","4315",,,
"Film & Video","USD","1500","1500",,,
"Technology","USD","20000","0",,,
"Design","USD","25000","39217",,,
"Fashion","USD","1000","0",,,
"Theater","USD","2550","0",,,
"Music","USD","7000","7890",,,
"Film & Video","USD","5250","5915.5",,,
"Games","USD","150000","31405.11",,,
"Games","USD","30000","52616",,,
"Journalism","USD","1000","21",,,
"Fashion","USD","5000","51",,,
"Comics","USD","6500","1621",,,
"Music","USD","5000","146",,,
"Publishing","USD","15000","29",,,
"Games","USD","20000","20472",,,
"Music","USD","3000","0",,,
"Art","USD","5000","1125",,,
"Fashion","USD","2000","100",,,
"Design","USD","5000","10611",,,
"Food","USD","500","500",,,
"Music","USD","80000","100",,,
"Film & Video","USD","7500","6",,,
"Technology","USD","17000","115",,,
"Games","USD","3000","1319",,,
"Games","USD","2500","140",,,
"Theater","USD","1000","25",,,
"Film & Video","USD","5500","6930",,,
"Film & Video","USD","400","0",,,
"Photography","USD","4000","4163",,,
"Art","USD","3000","150",,,
"Music","USD","10000","5",,,
"Crafts","USD","5000","100",,,
"Fashion","USD","20000","30769",,,
"Technology","USD","100000","253",,,
"Film & Video","USD","1550","1767",,,
"Publishing","USD","10000","1",,,
"Design","USD","17000","56045",,,
"Film & Video","USD","15000","16346",,,
"Games","USD","2500","469",,,
"Publishing","USD","1200","1670",,,
"Publishing","USD","3000","21",,,
"Film & Video","USD","3150","3487",,,
"Fashion","USD","2000","640",,,
"Crafts","USD","28893","50",,,
"Music","USD","5000","0",,,
"Music","USD","10000","11665",,,
"Film & Video","USD","5000","0",,,
"Food","USD","26000","1125",,,
"Music","USD","30000","0",,,
"Games","USD","10000","735",,,
"Film & Video","USD","3000","3000",,,
"Music","USD","7337","13",,,
"Art","USD","8000","23317",,,
"Music","USD","200000","0",,,
"Technology","USD","6000","2",,,
"Crafts","USD","500","515",,,
"Music","USD","1500","0",,,
"Film & Video","USD","2000","50",,,
"Food","USD","5000","5083",,,
"Food","USD","10000","1508",,,
"Photography","USD","500","100",,,
"Photography","USD","300","0",,,
"Film & Video","USD","5000","230",,,
"Games","USD","3000","76498",,,
"Music","USD","3500","3709",,,
"Art","USD","8000","11371",,,
"Publishing","USD","5000","0",,,
"Art","USD","1000","401",,,
"Music","USD","500","525",,,
"Dance","USD","2000","2626.61",,,
"Comics","USD","50000","5",,,
"Film & Video","USD","49777","110",,,
"Publishing","USD","15000","165",,,
"Music","USD","450","610",,,
"Publishing","USD","12500","218",,,
"Publishing","USD","12500","0",,,
"Comics","USD","7000","7668",,,
"Music","USD","3000","1",,,
"Fashion","USD","2300","67",,,
"Photography","USD","700","0",,,
"Film & Video","USD","1","167",,,
"Publishing","USD","500","679",,,
"Art","USD","2500","2570",,,
"Technology","USD","36500","4736",,,
"Music","USD","1500","1500",,,
"Music","USD","1200","20",,,
"Music","USD","7500","565",,,
"Music","USD","5000","0",,,
"Games","USD","1000","5",,,
"Film & Video","USD","1000","0",,,
"Food","USD","20000","20772",,,
"Music","USD","3500","3626.25",,,
"Music","USD","1000","1135",,,
"Food","USD","5000","45",,,
"Publishing","USD","11500","12100",,,
"Food","USD","3000","65",,,
"Publishing","USD","3888","8377",,,
"Art","USD","5000","5804",,,
"Film & Video","USD","52000","970",,,
"Theater","USD","500","503",,,
"Film & Video","USD","12000","18295",,,
"Games","USD","25000","48466.84",,,
"Music","USD","1800","3412",,,
"Games","USD","20000","0",,,
"Design","USD","20000","2252",,,
